Date,open,high,low,close,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm
2020-04-08,0.192137,0.201275,0.191408,0.200869,0.200869,['spanning top'],None,0.8849701023614044,0.041147258538564595,0.07388263910003105,,0,0.009862590586633663,0.012837928222453207,0.011573797956558163,0.015029163755902172
2020-04-09,0.200973,0.201336,0.195926,0.198257,0.198257,[],None,0.5020332717190434,0.06709796672827627,0.43086876155268033,,0,0.015180577431296818,0.012872070160002552,0.014618541124587131,0.013458853914291857
2020-04-10,0.198156,0.198783,0.183706,0.187464,0.187464,['spanning top'],None,0.7091596471446588,0.041586522517741566,0.24925383033759957,,0,0.013485153150919249,0.01144314611797774,0.00638331281265396,0.006970203791588858
2020-04-11,0.187451,0.192394,0.186113,0.188063,0.188063,[],None,0.09743671389906075,0.6895398821843648,0.21302340391657443,,0,0.007042300143662694,0.007867197937603099,0.008005423659366157,0.007330316959706998
2020-04-12,0.188229,0.193848,0.187617,0.190135,0.190135,['inverse hammer'],None,0.30588990531214816,0.595891510190981,0.09821858449687093,,0,0.007510542987160654,0.00868100739984519,0.009018990220834855,0.008575983878472929
2020-04-13,0.190533,0.190533,0.181808,0.187732,0.187732,['hanging man'],None,0.3210315186246412,0.0,0.6789684813753588,,0,0.008897215881015774,0.006825588990400533,0.005104224159949433,0.007131322871815338
2020-04-14,0.187808,0.188985,0.184262,0.185335,0.185335,[],None,0.5236078763497808,0.24920601312724736,0.2271861105229718,,0,0.007257162219663688,0.005959167362098755,0.006758008961707543,0.005690269008744919
2020-04-15,0.18536,0.189266,0.181155,0.18127,0.18127,['spanning top'],None,0.5042534829244262,0.4815682406608313,0.014178276414742513,,0,0.005783822269942618,0.006116444156383502,0.004664158358992615,0.003246429228443995
2020-04-16,0.181254,0.191235,0.177414,0.190104,0.190104,"['spanning top', 'bullish engulfing']",None,0.6403299327110916,0.08183199479053564,0.2778380724983728,,0,0.0033126074686539164,0.0072185011241652774,0.002143046320126643,0.008557346969939261
2020-04-17,0.190252,0.192006,0.187614,0.190202,0.190202,['doji'],None,0.011384335154825686,0.39936247723133034,0.589253187613844,,0,0.00872809475116626,0.0076500328266334156,0.009016968479023418,0.008616263648529549
2020-04-18,0.189911,0.195356,0.18982,0.194925,0.194925,"['spanning top', 'bullish engulfing']",None,0.9057080924855453,0.07785404624277704,0.01643786127167766,,0,0.008522862348039256,0.009525040872376891,0.01050362262436913,0.011455686842222326
2020-04-19,0.195004,0.196344,0.190793,0.190859,0.190859,['spanning top'],None,0.746712304089355,0.2413979463159755,0.011889749594669517,,0,0.011588107594742464,0.010078028319897639,0.01115934088521292,0.00901124587132357
2020-04-20,0.190821,0.1949,0.181831,0.18349,0.18349,['spanning top'],None,0.5609457494835111,0.312112632948198,0.12694161756829092,,0,0.009070549992747659,0.00926981589659806,0.0051197241805037985,0.004581072355693203
2020-04-21,0.183337,0.185644,0.182762,0.184328,0.184328,['inverse hammer'],None,0.3438584316446889,0.45662734212353007,0.19951422623178108,,0,0.004566270505937012,0.0040891966514035455,0.005747138055987436,0.005084870076699888
2020-04-22,0.184175,0.189676,0.18312,0.18797,0.18797,"['spanning top', 'morning star']",None,0.5788590604026829,0.26021964612568815,0.16092129347162895,,0,0.005070624622712447,0.006345922753026756,0.005988399245485956,0.007274406234106023
2020-04-23,0.187889,0.19479,0.186766,0.191711,0.191711,['spanning top'],None,0.4763210368893308,0.38372382851445624,0.13995513459621292,,0,0.0073059124385882745,0.009208248468230373,0.008445489460322975,0.009523460260700278
2020-04-24,0.191876,0.196722,0.19171,0.193665,0.193665,['inverse hammer'],None,0.3569433359936167,0.6099361532322415,0.03312051077414185,,0,0.009705506547876636,0.010289596391924824,0.01177731996557646,0.010698186688918726
2020-04-25,0.193685,0.196545,0.19314,0.195054,0.195054,[],None,0.4020558002936894,0.43788546255506494,0.1600587371512456,,0,0.010794261437192573,0.010190528802642262,0.012741016895696317,0.011533240429346281
2020-04-26,0.195033,0.197215,0.194504,0.196805,0.196805,[],None,0.6536333456289198,0.15123570638140724,0.19513094798967295,,0,0.01160556137682657,0.010565530411790952,0.013660235505964485,0.012585925166199136
2020-04-27,0.1967,0.199275,0.195437,0.197978,0.197978,[],None,0.332985930171957,0.3379364252214741,0.3290776446065689,0.1908108,0,0.012608852919385821,0.011718520433949636,0.01428899720932239,0.013291121737488906
2020-04-28,0.198046,0.218108,0.196372,0.215484,0.215484,['spanning top'],None,0.8022635259477366,0.12072138387927801,0.0770150901729853,0.19154155,0,0.013418949149910542,0.022259423874393502,0.014919106740554577,0.023815564343626125
2020-04-29,0.215562,0.229627,0.213436,0.227432,0.227432,['spanning top'],None,0.7331233401272301,0.1355691433512446,0.13130751652152525,0.1930003,0,0.023961033528715397,0.028706653032279802,0.026418774164026604,0.030998589606857405
2020-04-30,0.227169,0.235703,0.211577,0.212761,0.212761,['spanning top'],None,0.5971980436044101,0.3537262704136609,0.049075685981928956,0.19426515,0,0.030946759344243374,0.03210741389375364,0.025165968154870794,0.02217852234565333
2020-05-01,0.212858,0.224771,0.212795,0.219248,0.219248,['spanning top'],None,0.5335671342685382,0.4611723446893793,0.005260521042082482,0.1958244,0,0.02233361881301041,0.025988730921793143,0.02598679533031556,0.026078445753971155
2020-05-02,0.219275,0.225606,0.217248,0.223914,0.223914,['spanning top'],None,0.5550370902129699,0.2024407753050967,0.24252213448193347,0.19751335,0,0.0261957194900366,0.026456083673493377,0.028987734092429995,0.02888360108358594
2020-05-03,0.224064,0.22634,0.217737,0.219414,0.219414,['spanning top'],None,0.5405091247239353,0.26455887481111245,0.19493200046495224,0.19909745,0,0.02907800095213392,0.026866906331874205,0.029317278007694764,0.026178243393215908
