Date,Open,High,Low,Close,Adj Close,Volume
2020-06-17,16.422012,16.605782,16.109554,16.402542,16.402542,190623459
2020-06-18,16.402542,16.534527,15.980467,16.208590,16.208590,176409002
2020-06-19,16.207985,16.292774,15.895735,15.907086,15.907086,160670035
2020-06-20,15.907086,16.135077,15.809710,16.047560,16.047560,158722069
2020-06-21,16.038355,16.252193,15.980892,16.001226,16.001226,151504787
2020-06-22,15.998520,16.475288,15.998520,16.475288,16.475288,181943736
2020-06-23,16.468678,16.497740,16.262882,16.422567,16.422567,165960947
2020-06-24,16.434666,16.659418,16.006577,16.026758,16.026758,168239834
2020-06-25,16.022675,16.045135,15.630583,15.922709,15.922709,143049947
2020-06-26,15.916716,16.010700,15.641558,15.749224,15.749224,136599245
2020-06-27,15.750969,15.902859,15.075929,15.185254,15.185254,152435707
2020-06-28,15.185254,15.511128,15.020651,15.420089,15.420089,159817886
2020-06-29,15.412210,15.597876,15.234789,15.505232,15.505232,167963469
2020-06-30,15.494698,15.585555,15.316403,15.413582,15.413582,151582461
2020-07-01,15.409456,15.878247,15.351642,15.829460,15.829460,159837869
2020-07-02,15.820766,15.956670,15.250993,15.538490,15.538490,151839908
2020-07-03,15.534174,15.587006,15.273691,15.291962,15.291962,138591561
2020-07-04,15.287059,15.604770,15.261632,15.552981,15.552981,146316736
2020-07-05,15.552996,15.633954,15.245029,15.480226,15.480226,138494209
2020-07-06,15.480226,16.333698,15.448798,16.296770,16.296770,172232440
2020-07-07,16.275965,16.862385,16.023573,16.770226,16.770226,196296818
2020-07-08,16.774088,17.409712,16.664206,17.227657,17.227657,212383912
2020-07-09,17.238857,17.443867,16.572454,16.884869,16.884869,179705380
2020-07-10,16.878132,17.294348,16.410248,17.261251,17.261251,174222029
2020-07-11,17.279306,17.664621,17.075333,17.622179,17.622179,186743534
2020-07-12,17.628357,18.581551,17.613266,18.236546,18.236546,224015851
2020-07-13,18.236546,18.890717,17.772169,18.409563,18.409563,261690866
2020-07-14,18.392452,18.714333,17.933647,18.082909,18.082909,203397123
2020-07-15,18.072044,18.133156,17.445818,17.591215,17.591215,169152686
2020-07-16,17.591650,17.697281,16.733892,17.143843,17.143843,191191483
2020-07-17,17.144192,17.476337,17.022568,17.084974,17.084974,153498441
2020-07-18,17.086912,17.266495,16.860670,17.126711,17.126711,149402466
2020-07-19,17.126871,18.049501,16.909889,17.955778,17.955778,213342724
2020-07-20,17.961239,18.267269,17.333931,17.484709,17.484709,203143854
2020-07-21,17.467257,17.948503,17.407375,17.715408,17.715408,187854335
2020-07-22,17.705444,18.091908,17.513439,18.091908,18.091908,191909868
2020-07-23,18.087339,18.686419,18.073708,18.673296,18.673296,220207323
2020-07-24,18.676613,19.523331,18.274481,19.152901,19.152901,248008823
2020-07-25,19.157789,19.977818,19.142469,19.776423,19.776423,257057785
2020-07-26,19.752638,20.234777,19.357723,19.521025,19.521025,248581857
2020-07-27,19.515312,20.139387,18.551020,19.620329,19.620329,325386899
2020-07-28,19.700594,20.613214,19.499792,20.173548,20.173548,284409544
2020-07-29,20.191669,20.374126,19.864685,19.895590,19.895590,204440432
2020-07-30,19.897251,20.069492,19.572208,20.012735,20.012735,200436410
2020-07-31,19.990093,20.838476,19.934847,20.668146,20.668146,229781080
2020-08-01,20.668146,21.618992,20.595196,21.530432,21.530432,264604008
2020-08-02,21.546732,22.015156,19.972687,20.944887,20.944887,299350525
2020-08-03,20.940660,22.382042,20.771103,22.055012,22.055012,265708949
2020-08-04,22.054789,22.404959,21.623692,22.282585,22.282585,241931958
2020-08-05,22.287270,23.557140,22.139977,23.336218,23.336218,344072749
2020-08-06,23.324579,23.330397,22.569674,22.707661,22.707661,246554661
2020-08-07,22.721392,23.004377,21.628693,22.311546,22.311546,326409994
2020-08-08,22.312599,22.939974,21.940449,22.878119,22.878119,236392685
2020-08-09,22.893887,22.942057,22.161161,22.475536,22.475536,216694610
2020-08-10,22.480200,22.843824,22.275042,22.613796,22.613796,239664308
2020-08-11,22.628412,22.764420,20.836731,21.256945,21.256945,310846749
2020-08-12,21.309778,22.187132,20.615295,21.751450,21.751450,256078366
2020-08-13,21.773226,22.152693,20.753830,22.075544,22.075544,299981376
2020-08-14,22.080112,23.362240,21.696718,23.069792,23.069792,357386067
2020-08-15,23.088560,23.879387,22.901737,23.021751,23.021751,269746412
2020-08-16,23.050289,23.770334,22.828972,23.497103,23.497103,271264839
2020-08-17,23.497103,23.856014,23.085705,23.510103,23.510103,264606385
2020-08-18,23.491961,23.680347,22.575132,23.067181,23.067181,259152684
2020-08-19,23.055590,23.253649,22.011152,22.310396,22.310396,224754805
2020-08-20,22.371693,23.271770,22.130148,23.092575,23.092575,240389084
2020-08-21,23.104414,23.353607,21.856546,22.128994,22.128994,245533836
2020-08-22,22.115171,22.239820,21.461287,22.239820,22.239820,208053381
2020-08-23,22.219055,22.219055,21.607685,21.870842,21.870842,181970641
2020-08-24,21.865778,22.895718,21.772860,22.605852,22.605852,192633739
2020-08-25,22.608212,22.634571,21.154940,21.475367,21.475367,234877041
2020-08-26,21.474306,22.484980,21.335356,22.277306,22.277306,255812854
2020-08-27,22.258066,23.139763,21.921072,23.080753,23.080753,296206828
2020-08-28,23.077656,23.532820,22.709061,23.133812,23.133812,260086579
2020-08-29,23.134024,23.513096,22.829552,23.011272,23.011272,213897145
2020-08-30,23.009060,23.837446,22.964417,23.644915,23.644915,228141192
2020-08-31,23.647858,23.914165,23.054951,23.193050,23.193050,215511200
2020-09-01,23.185047,25.405396,22.988291,24.822096,24.822096,450200844
2020-09-02,24.814375,25.789923,23.611662,24.690363,24.690363,577817197
2020-09-03,24.697609,25.514719,20.517675,20.619886,20.619886,574956638
2020-09-04,20.596815,21.827660,19.980856,21.056107,21.056107,489923568
2020-09-05,21.044121,21.551680,18.183708,19.478767,19.478767,399969033
2020-09-06,19.478767,23.412586,18.684034,23.190662,23.190662,740680573
2020-09-07,23.193592,23.505577,20.270761,22.393307,22.393307,555588378
2020-09-08,22.425636,23.422289,21.363268,23.190248,23.190248,555422363
2020-09-09,23.221849,24.561518,22.540348,24.530291,24.530291,456284484
2020-09-10,24.537354,25.614058,24.214310,24.559889,24.559889,456365135
2020-09-11,24.559889,25.729475,23.075153,25.451414,25.451414,420689466
2020-09-12,25.452366,28.529848,25.446907,28.529848,28.529848,688007352
2020-09-13,28.529848,32.325027,28.215891,31.058630,31.058630,1144638251
2020-09-14,31.102446,33.487820,29.172146,31.178642,31.178642,1009392260
2020-09-15,31.158981,31.269815,26.861984,27.202391,27.202391,861821910
2020-09-16,27.196297,28.520342,26.081430,27.964594,27.964594,664539530
2020-09-17,27.925499,28.835432,26.138210,26.993130,26.993130,512578971
2020-09-18,26.993130,28.776670,26.709606,27.399481,27.399481,482149967
2020-09-19,27.617344,27.878654,26.763134,27.251112,27.251112,331216806
2020-09-20,27.249884,27.326118,25.255623,26.392134,26.392134,343197520
2020-09-21,26.429634,26.695835,22.549656,23.267879,23.267879,462503299
2020-09-22,23.188206,24.518158,22.847141,24.100740,24.100740,340023558
2020-09-23,24.046329,24.247950,22.702387,22.856977,22.856977,446713264
2020-09-24,22.852991,24.684103,22.699762,24.613825,24.613825,475917196
2020-09-25,24.585325,25.074488,23.879345,24.663387,24.663387,442583904
2020-09-26,24.682150,26.449139,24.544752,26.221182,26.221182,490827676
2020-09-27,26.212593,26.887650,25.743671,26.199217,26.199217,435755666
2020-09-28,26.235971,27.728317,25.920048,26.979607,26.979607,530311672
2020-09-29,26.990191,29.003166,26.976038,28.842979,28.842979,612454595
2020-09-30,28.877155,29.559437,28.041544,29.290876,29.290876,566560144
2020-10-01,29.321781,29.382223,26.363203,27.431973,27.431973,630087805
2020-10-02,27.450184,28.182659,25.894030,27.285681,27.285681,638940976
2020-10-03,27.346474,28.285843,27.139931,28.202311,28.202311,495908650
2020-10-04,28.212910,29.136103,28.069294,28.943853,28.943853,514574736
2020-10-05,29.009138,29.303858,28.173002,28.659103,28.659103,425642119
2020-10-06,28.666071,28.969851,27.300177,27.714527,27.714527,505088690
2020-10-07,27.697977,27.871325,26.943636,27.704836,27.704836,394557518
2020-10-08,27.713493,27.812651,26.600594,27.705311,27.705311,431553686
2020-10-09,27.738211,28.541677,27.527679,28.445030,28.445030,465984452
2020-10-10,28.435131,29.224106,28.157730,28.312487,28.312487,426434526
2020-10-11,28.382029,28.742476,27.961283,28.555580,28.555580,408482939
2020-10-12,28.549908,31.082113,28.491446,30.714682,30.714682,718406691
2020-10-13,30.670006,31.765100,30.269403,30.706745,30.706745,600050050
2020-10-14,30.738811,31.297539,30.461908,30.912119,30.912119,460297911
2020-10-15,30.889919,31.569292,30.500120,31.295864,31.295864,504135680
2020-10-16,31.314039,31.917166,29.666964,29.994900,29.994900,546849696
2020-10-17,30.043756,30.555607,29.719992,30.248236,30.248236,377026508
2020-10-18,30.240988,30.996552,30.221710,30.659523,30.659523,440840685
2020-10-19,30.656214,30.656214,29.857061,29.925068,29.925068,385913101
2020-10-20,29.930313,30.080072,28.543447,28.803444,28.803444,493774162
2020-10-21,28.813850,30.383383,28.709417,29.772354,29.772354,510855830
2020-10-22,29.765539,31.300007,29.764416,30.658192,30.658192,530907796
2020-10-23,30.655258,31.164146,30.102983,30.633961,30.633961,514504830
2020-10-24,30.633961,30.841915,30.460138,30.588821,30.588821,407454460
2020-10-25,30.588821,30.966110,29.961666,30.107540,30.107540,391997739
2020-10-26,30.107542,31.311104,29.992476,31.154560,31.154560,624224136
2020-10-27,31.154684,32.345070,30.999552,31.638721,31.638721,715978374
2020-10-28,31.638784,31.927164,29.868393,30.363506,30.363506,477279858
2020-10-29,30.363554,30.421204,29.512840,29.842478,29.842478,426303252
2020-10-30,29.842684,30.194157,27.585997,28.508411,28.508411,531974962
2020-10-31,28.508411,28.892672,28.169598,28.431215,28.431215,360596998
2020-11-01,28.431215,28.665218,28.101332,28.461565,28.461565,338657898
2020-11-02,28.461470,29.278025,27.833025,27.883930,27.883930,390864652
2020-11-03,27.883926,27.883926,25.897152,26.857050,26.857050,457901613
2020-11-04,26.857388,26.956516,25.966852,26.931515,26.931515,383972480
2020-11-05,26.931576,27.899427,26.718618,27.675859,27.675859,299236756
2020-11-06,27.675808,29.417892,27.675808,29.018000,29.018000,343104562
2020-11-07,29.018000,29.844576,26.986038,27.738094,27.738094,362934993
2020-11-08,27.738094,28.685337,27.514776,28.305117,28.305117,321186882
2020-11-09,28.305136,28.923386,27.408661,28.018021,28.018021,335957338
2020-11-10,28.018600,28.468075,27.705009,28.193342,28.193342,310738349
2020-11-11,28.193321,28.620056,27.871515,27.956179,27.956179,279645463
2020-11-12,27.955782,28.157188,27.349792,27.614807,27.614807,266092376
2020-11-13,27.614275,28.481514,27.562483,28.182173,28.182173,292737428
2020-11-14,28.182173,28.182173,27.409859,27.936201,27.936201,254114574
2020-11-15,27.936201,28.172455,27.114182,27.621031,27.621031,254946427
2020-11-16,27.621031,28.180292,27.500866,28.064110,28.064110,275039274
2020-11-17,28.171278,28.750811,28.171278,28.530581,28.530581,320321793
2020-11-18,28.530521,28.781078,27.543642,28.076162,28.076162,327690836
2020-11-19,28.076050,28.338261,27.654972,28.094105,28.094105,282317319
2020-11-20,28.092194,29.271536,28.092194,28.891996,28.891996,321436881
2020-11-21,28.891996,30.732031,28.350330,30.391291,30.391291,419204706
2020-11-22,30.391291,31.073448,29.089586,29.925072,29.925072,426289161
2020-11-23,29.925093,31.044210,29.818842,30.965368,30.965368,433686948
2020-11-24,30.971752,35.113663,30.851288,33.803150,33.803150,840230024
2020-11-25,33.857773,35.282307,30.774401,31.342960,31.342960,599500600
2020-11-26,31.317730,31.731268,26.537390,28.204916,28.204916,659590250
2020-11-27,28.230486,28.708818,27.301119,28.475187,28.475187,361093513
2020-11-28,28.474955,29.620146,27.985647,29.143911,29.143911,338275296
2020-11-29,29.164108,30.451855,28.959318,30.117603,30.117603,347773041
2020-11-30,30.124310,31.533785,29.785835,31.392786,31.392786,389608481
2020-12-01,31.411509,31.871908,29.484135,30.108303,30.108303,467818960
2020-12-02,30.147505,30.910141,29.748901,30.297361,30.297361,371441750
2020-12-03,30.303986,30.769117,29.978310,30.704430,30.704430,324897560
2020-12-04,30.716002,31.116619,28.925531,29.072208,29.072208,362626786
2020-12-05,29.075138,30.002951,28.757483,29.729488,29.729488,307895991
2020-12-06,29.728706,30.133648,29.096031,29.540804,29.540804,249993855
2020-12-07,29.530382,29.656601,29.090275,29.378136,29.378136,238972454
2020-12-08,29.380875,29.488140,27.511665,27.636307,27.636307,323672206
2020-12-09,27.636606,28.378838,26.996044,28.129305,28.129305,323390504
2020-12-10,28.131521,28.238050,27.432507,27.696190,27.696190,263890750
2020-12-11,27.697121,27.741119,26.765226,27.361004,27.361004,278060132
2020-12-12,27.358271,28.241863,27.328489,28.164452,28.164452,238973887
2020-12-13,28.165478,29.251371,28.061974,29.101692,29.101692,265728020
2020-12-14,29.106859,30.174337,28.693623,30.029577,30.029577,335453986
2020-12-15,30.026991,30.296968,29.380985,29.547283,29.547283,294288115
2020-12-16,29.549948,30.596298,29.064762,30.490194,30.490194,347039607
2020-12-17,30.493614,31.452747,29.833700,30.184134,30.184134,479985920
2020-12-18,30.183979,31.179211,29.700169,30.938360,30.938360,359055461
2020-12-19,30.942635,34.165428,30.940622,33.296356,33.296356,534843839
2020-12-20,33.293518,35.543812,32.671528,34.160297,34.160297,583559932
2020-12-21,34.201237,35.563412,31.643732,32.269527,32.269527,583000547
2020-12-22,32.204792,33.756245,30.592924,33.482948,33.482948,563925549
2020-12-23,33.477707,34.381519,30.074295,31.097898,31.097898,582613805
2020-12-24,31.114107,32.705215,30.455809,32.500591,32.500591,488263504
2020-12-25,32.488903,33.435284,31.864254,33.164974,33.164974,421026462
2020-12-26,33.170200,33.945316,32.601746,33.477139,33.477139,434464851
2020-12-27,33.479843,34.852478,32.087864,33.511848,33.511848,567285548
2020-12-28,33.532055,35.976673,33.401264,35.844559,35.844559,611476292
2020-12-29,35.852180,39.484234,35.342632,38.952831,38.952831,938849532
2020-12-30,38.947350,39.156597,36.904491,38.136299,38.136299,501223201
2020-12-31,38.122288,38.163254,36.744083,37.376034,37.376034,404140896
2021-01-01,37.374573,38.928177,37.046307,37.905010,37.905010,459165743
2021-01-02,37.917107,38.836254,36.925602,38.241592,38.241592,521965394
2021-01-03,38.253727,41.606323,37.818104,41.148979,41.148979,758008613
2021-01-04,41.198280,43.132122,38.143982,40.926353,40.926353,807877171
2021-01-05,40.937279,41.734600,38.978954,41.734600,41.734600,644270927
2021-01-06,41.775536,42.192703,40.592529,42.165955,42.165955,641021601
2021-01-07,42.196625,44.470036,41.495869,43.449490,43.449490,829964770
2021-01-08,43.568687,43.590466,40.534481,42.395317,42.395317,650561500
2021-01-09,42.373695,44.119743,41.590103,43.932854,43.932854,590039660
2021-01-10,43.944122,45.155418,40.594864,42.448475,42.448475,701488832
2021-01-11,42.472622,42.477501,35.170883,38.371361,38.371361,890728694
2021-01-12,38.279518,39.930908,37.185501,38.111610,38.111610,567249584
2021-01-13,38.109425,40.401543,37.143784,40.135933,40.135933,542384725
2021-01-14,40.118828,41.873100,39.656357,41.793682,41.793682,534108764
2021-01-15,41.794952,42.411060,39.095463,40.918980,40.918980,562019413
2021-01-16,40.919434,43.917919,40.733822,43.171825,43.171825,604218252
2021-01-17,43.156139,46.654545,41.091473,45.684612,45.684612,664875513
2021-01-18,45.767532,46.803802,44.156464,45.353172,45.353172,586905636
2021-01-19,45.335640,47.098103,41.943890,42.785534,42.785534,750638729
2021-01-20,42.662949,42.754562,40.306404,42.606899,42.606899,684094133
2021-01-21,42.606026,42.635189,38.449390,38.645840,38.645840,621983627
2021-01-22,38.635311,41.409695,36.953415,40.857571,40.857571,561072899
2021-01-23,40.865093,41.850292,39.586529,40.815479,40.815479,468609053
2021-01-24,40.862473,42.191525,40.504063,41.881607,41.881607,450486066
2021-01-25,41.876053,43.353527,40.633656,41.623703,41.623703,507172505
2021-01-26,41.655128,42.477215,40.007832,41.694736,41.694736,546536514
2021-01-27,41.756172,42.047836,39.730801,40.994877,40.994877,519618043
2021-01-28,40.986420,43.076508,40.507519,42.529106,42.529106,533847527
2021-01-29,42.386181,44.009453,41.907001,42.852348,42.852348,651771603
2021-01-30,42.853512,44.988255,42.680065,44.772278,44.772278,533768579
2021-01-31,44.798698,45.707710,43.429073,44.275993,44.275993,512545443
2021-02-01,44.309074,52.138683,43.524193,51.607697,51.607697,1256933735
2021-02-02,51.551884,52.911865,49.387074,51.056404,51.056404,1006694242
2021-02-03,51.050102,52.677433,49.955585,52.242638,52.242638,714000888
2021-02-04,52.242210,57.070911,51.602642,55.925125,55.925125,940905214
2021-02-05,56.010803,68.463959,56.010803,67.845566,67.845566,1431595319
2021-02-06,67.854637,75.401878,62.208126,72.733597,72.733597,2114553792
2021-02-07,72.868217,74.612549,64.497894,68.590523,68.590523,1493688265
2021-02-08,68.525558,79.831543,67.859238,79.831543,79.831543,2133574291
2021-02-09,79.807022,115.131844,78.446327,107.899277,107.899277,4425849540
2021-02-10,107.708557,148.074768,107.708557,129.737152,129.737152,7000323240
2021-02-11,129.305237,131.535690,119.096260,124.434258,124.434258,2809765027
2021-02-12,124.159431,140.243164,121.727066,136.948395,136.948395,2981627650
2021-02-13,136.927994,138.470535,125.728600,133.452682,133.452682,2116751635
2021-02-14,133.473770,138.756760,128.731720,136.426514,136.426514,2312597445
2021-02-15,136.276779,139.219757,119.734985,129.567886,129.567886,2414986848
2021-02-16,129.739792,133.280609,126.796638,130.056656,130.056656,1925775294
2021-02-17,130.080139,175.116150,127.092117,164.670105,164.670105,5236224271
2021-02-18,165.018829,199.455627,163.274887,195.932632,195.932632,6110987389
2021-02-19,195.987854,342.879608,195.385742,332.616028,332.616028,17982945189
2021-02-20,332.918457,334.455048,227.913757,255.953735,255.953735,9680520706
2021-02-21,254.539276,307.588104,250.540817,293.923584,293.923584,8505963719
2021-02-22,294.612366,295.478577,223.019363,267.509796,267.509796,7885768925
2021-02-23,267.364410,268.536835,190.412460,230.994247,230.994247,8280752930
2021-02-24,231.121597,280.088196,214.524719,254.359131,254.359131,7154121651
2021-02-25,254.467606,264.705139,233.885956,233.885956,233.885956,4059853073
2021-02-26,235.270294,238.755005,210.310760,221.680435,221.680435,4167145958
2021-02-27,221.980911,237.179428,220.099396,225.249435,225.249435,2755271254
2021-02-28,225.445938,228.173050,195.852676,209.574402,209.574402,3129699003
2021-03-01,209.951309,259.491058,209.951309,254.629929,254.629929,5008256561
2021-03-02,254.953354,264.169312,228.641647,239.522537,239.522537,5882262804
2021-03-03,239.688980,254.253632,236.908752,241.091370,241.091370,5827707431
2021-03-04,241.045486,249.465607,226.084946,229.945068,229.945068,5580339595
2021-03-05,229.835297,230.366638,216.272614,226.372559,226.372559,4969642573
2021-03-06,226.197769,232.098892,220.075073,226.666855,226.666855,4489684331
2021-03-07,226.672745,243.343124,225.546371,240.179214,240.179214,5081569247
2021-03-08,240.179581,242.688263,229.441116,240.318665,240.318665,5016770824
2021-03-09,240.395477,296.658630,236.050247,293.463226,293.463226,8676266998
2021-03-10,293.423889,295.070618,268.578491,279.358032,279.358032,4544623650
2021-03-11,278.509094,313.110138,273.377930,289.790802,289.790802,4676132222
2021-03-12,289.999115,290.034760,253.946655,263.685822,263.685822,3960814749
2021-03-13,263.592010,283.013611,256.188965,276.104706,276.104706,2903774859
2021-03-14,276.185730,276.371246,264.636749,264.636749,264.636749,2044273970
2021-03-15,264.063507,267.233734,250.612976,254.660828,254.660828,2488528410
2021-03-16,254.450439,258.876129,242.181534,258.100677,258.100677,2425543830
2021-03-17,258.385864,270.962891,249.928925,269.854858,269.854858,2271426252
2021-03-18,269.637848,277.772247,258.726410,261.704803,261.704803,2445995134
2021-03-19,261.630432,269.234711,256.273285,264.057434,264.057434,1873443830
2021-03-20,264.092194,274.873169,262.972504,264.741669,264.741669,2004752539
2021-03-21,264.956940,268.878174,257.518280,264.886169,264.886169,1718563711
2021-03-22,265.070282,276.968689,255.210861,255.900192,255.900192,2323911466
2021-03-23,255.945099,263.149292,253.011642,255.689667,255.689667,2010488139
2021-03-24,255.894302,268.620850,243.228134,249.851379,249.851379,2385752951
2021-03-25,249.465912,250.139236,227.294067,234.885437,234.885437,2314734091
2021-03-26,234.790939,255.104568,234.790939,255.104568,255.104568,2099285452
2021-03-27,255.116486,275.593384,250.494797,269.102325,269.102325,2457659540
2021-03-28,269.310730,280.992401,262.288666,269.191284,269.191284,2527142069
2021-03-29,268.969391,277.479004,265.367828,275.214630,275.214630,2067448661
2021-03-30,275.238647,311.426483,271.578552,311.426483,311.426483,4039620710
2021-03-31,311.551422,316.486542,289.009277,302.063446,302.063446,3545493416
2021-04-01,302.245483,339.209106,301.588654,335.212891,335.212891,3718677616
2021-04-02,335.085968,356.783508,329.751373,339.007721,339.007721,3950524039
2021-04-03,338.909180,349.629913,319.193787,323.133514,323.133514,2953164849
2021-04-04,323.354858,353.434204,319.849030,351.624390,351.624390,3200674446
2021-04-05,351.241058,381.029297,339.461639,367.772491,367.772491,4073047973
2021-04-06,368.099030,412.256744,364.129669,403.590759,403.590759,5277448222
2021-04-07,403.699280,414.357666,358.743805,374.658813,374.658813,5976362849
2021-04-08,376.269012,422.466583,372.515167,418.038391,418.038391,4550316562
2021-04-09,418.054718,453.697815,405.443604,453.178467,453.178467,4701175013
2021-04-10,454.343170,487.275208,451.355164,472.560333,472.560333,6160670397
2021-04-11,471.646423,529.645020,459.590424,525.385559,525.385559,5697422904
2021-04-12,526.701782,637.442322,516.279236,598.722656,598.722656,14436315725
2021-04-13,596.988586,602.296448,532.955872,549.586548,549.586548,9433830832
2021-04-14,550.401489,590.417419,526.534302,549.591858,549.591858,7452346448
2021-04-15,550.413330,556.833801,536.078430,542.632080,542.632080,4608061831
2021-04-16,542.573669,548.885010,493.009491,510.220184,510.220184,6886285728
2021-04-17,509.581299,548.602356,509.048553,520.416748,520.416748,5195399091
2021-04-18,520.590271,526.058777,429.052887,481.034241,481.034241,6711806048
2021-04-19,481.396698,539.711243,469.152161,505.092926,505.092926,7141301320
2021-04-20,503.795166,588.064819,475.590393,587.029114,587.029114,9330924061
2021-04-21,586.901184,612.687073,537.349365,546.023560,546.023560,8456300946
2021-04-22,544.005493,582.037720,481.260223,506.013000,506.013000,8342960849
2021-04-23,505.858887,530.074951,452.435516,526.565247,526.565247,8893557870
2021-04-24,526.758362,527.440918,483.959137,496.415070,496.415070,4070234640
2021-04-25,496.256836,517.083008,478.889435,505.077057,505.077057,3419309603
2021-04-26,504.748749,549.966736,502.311462,534.577698,534.577698,4072866875
2021-04-27,535.428467,578.623474,525.767761,568.470520,568.470520,4050720272
